area_type,bath,balcony,availabletomove,rectified_sqft,price
Super built-up  Area,2.0,1.0,Yes,1320.0,39.6
Built-up  Area,2.0,0.0,Yes,1320.0,50.0
Plot  Area,4.0,2.0,Yes,615.0,110.0
Super built-up  Area,3.0,2.0,Yes,1804.0,155.0
Plot  Area,4.0,1.0,No,1200.0,105.0
Super built-up  Area,4.0,2.0,Yes,2375.0,189.0
Plot  Area,3.0,2.0,Yes,1750.0,120.0
Plot  Area,5.0,2.0,Yes,960.0,130.0
Super built-up  Area,2.0,2.0,Yes,1152.0,55.0
Super built-up  Area,2.0,1.0,Yes,965.0,54.0
Super built-up  Area,3.0,1.0,Yes,1684.0,120.0
Super built-up  Area,3.0,2.0,Yes,1672.0,86.0
Super built-up  Area,2.0,2.0,Yes,1075.0,60.0
Plot  Area,5.0,2.0,Yes,1500.0,95.0
Super built-up  Area,2.0,1.0,No,1420.0,99.26
Super built-up  Area,2.0,0.0,Yes,750.0,40.0
Super built-up  Area,2.0,2.0,Yes,1169.0,64.08
Super built-up  Area,2.0,1.0,No,1290.0,62.0
Super built-up  Area,2.0,2.0,Yes,1160.0,40.6
Built-up  Area,5.0,3.0,Yes,2800.0,95.0
Super built-up  Area,3.0,2.0,Yes,1500.0,70.0
Super built-up  Area,3.0,1.0,Yes,1850.0,180.0
Super built-up  Area,3.0,2.0,No,1300.0,46.0
Super built-up  Area,2.0,1.0,No,1310.0,37.84
Built-up  Area,5.0,2.0,Yes,2750.0,550.0
Super built-up  Area,3.0,0.0,Yes,2150.0,170.0
Built-up  Area,5.0,3.0,Yes,5100.0,300.0
Plot  Area,2.0,1.0,Yes,1875.0,110.0
Super built-up  Area,2.0,1.0,Yes,1260.0,82.0
Built-up  Area,4.0,3.0,Yes,2500.0,100.0
Super built-up  Area,2.0,1.0,No,1241.0,64.0
Super built-up  Area,2.0,2.0,Yes,1025.0,45.5
Plot  Area,1.0,0.0,Yes,1500.0,218.0
Built-up  Area,2.0,1.0,No,1070.0,60.0
Super built-up  Area,2.0,1.0,Yes,815.0,40.0
Built-up  Area,3.0,3.0,Yes,2000.0,105.0
Super built-up  Area,2.0,1.0,Yes,1400.0,190.0
Plot  Area,4.0,3.0,Yes,1740.0,175.0
Super built-up  Area,5.0,0.0,Yes,5667.5,300.0
Built-up  Area,2.0,2.0,No,1216.0,70.0
Super built-up  Area,2.0,1.0,Yes,2200.0,190.0
Plot  Area,5.0,2.0,Yes,3500.0,450.0
Plot  Area,6.0,3.0,Yes,970.0,105.0
Plot  Area,7.0,3.0,Yes,3150.0,375.0
Plot  Area,2.0,0.0,Yes,1200.0,62.0
Super built-up  Area,2.0,1.0,Yes,1026.0,50.18
Built-up  Area,1.0,1.0,Yes,450.0,20.0
Super built-up  Area,2.0,1.0,Yes,1205.0,45.79
Super built-up  Area,2.0,3.0,Yes,1368.0,87.0
Built-up  Area,1.0,1.0,Yes,420.0,12.5
Built-up  Area,2.0,2.0,Yes,1270.0,42.0
Super built-up  Area,1.0,1.0,Yes,614.0,28.0
Plot  Area,2.0,0.0,No,1050.0,58.0
Super built-up  Area,2.0,2.0,Yes,1408.0,58.0
Built-up  Area,3.0,1.0,Yes,1507.0,80.0
Super built-up  Area,2.0,2.0,Yes,1160.0,57.0
Plot  Area,3.0,1.0,Yes,1200.0,70.0
Built-up  Area,2.0,3.0,Yes,960.0,50.0
Super built-up  Area,2.0,2.0,Yes,1021.0,46.0
Super built-up  Area,4.0,2.0,Yes,2162.03,129.0
Super built-up  Area,2.0,1.0,Yes,1065.0,36.0
Super built-up  Area,1.0,1.0,Yes,400.0,10.25
Super built-up  Area,2.0,1.0,Yes,1465.0,75.0
Super built-up  Area,2.0,1.0,No,900.0,41.0
Super built-up  Area,3.0,2.0,Yes,1800.0,95.0
Super built-up  Area,2.0,2.0,Yes,1175.0,83.0
Super built-up  Area,4.0,2.0,Yes,6729.0,900.0
Plot  Area,4.0,1.0,Yes,1500.0,360.0
Super built-up  Area,2.0,0.0,Yes,1050.0,59.0
Built-up  Area,2.0,2.0,No,1400.0,40.43
Super built-up  Area,3.0,1.0,Yes,1650.0,150.0
Super built-up  Area,3.0,2.0,Yes,1827.0,97.0
Super built-up  Area,4.0,2.0,Yes,1930.0,122.0
Super built-up  Area,2.0,1.0,No,883.0,37.0
Built-up  Area,1.0,1.0,Yes,550.0,16.75
Plot  Area,4.0,1.0,No,1350.0,310.0
Super built-up  Area,2.0,3.0,Yes,1290.0,38.69
Built-up  Area,3.0,2.0,Yes,1021.0,59.0
Super built-up  Area,2.0,1.0,No,1158.0,55.0
Plot  Area,4.0,1.0,Yes,1200.0,99.0
Super built-up  Area,2.0,2.0,Yes,1400.0,135.0
Plot  Area,3.0,0.0,Yes,2400.0,200.0
Super built-up  Area,2.0,1.0,No,1200.0,57.9
Built-up  Area,3.0,2.0,Yes,1520.0,125.0
Super built-up  Area,1.0,0.0,No,777.0,38.46
Super built-up  Area,3.0,2.0,Yes,2710.0,177.0
Super built-up  Area,2.0,2.0,Yes,1150.0,57.0
Super built-up  Area,2.0,2.0,Yes,1101.0,37.0
Super built-up  Area,2.0,3.0,Yes,1200.0,110.0
Super built-up  Area,2.0,1.0,No,1252.0,92.0
Super built-up  Area,3.0,2.0,Yes,1650.0,85.0
Built-up  Area,2.0,2.0,Yes,1270.0,80.0
Super built-up  Area,2.0,1.0,Yes,992.0,70.0
Super built-up  Area,2.0,2.0,Yes,893.0,34.5
Built-up  Area,2.0,1.0,Yes,1075.0,41.49
Built-up  Area,7.0,0.0,Yes,3200.0,150.0
Super built-up  Area,2.0,1.0,Yes,1190.0,42.0
Built-up  Area,2.0,0.0,Yes,800.0,60.0
Super built-up  Area,3.0,3.0,Yes,1814.0,63.0
Built-up  Area,3.0,2.0,Yes,1400.0,98.0
Plot  Area,6.0,3.0,Yes,1400.0,252.0
Super built-up  Area,2.0,0.0,Yes,1344.0,56.0
Plot  Area,5.0,3.0,Yes,5400.0,475.0
Super built-up  Area,3.0,2.0,Yes,1843.0,95.0
Super built-up  Area,2.0,1.0,No,1138.0,32.0
Built-up  Area,2.0,2.0,Yes,1495.0,70.0
Super built-up  Area,2.0,1.0,Yes,880.0,19.0
Super built-up  Area,3.0,1.0,No,1396.0,74.0
Built-up  Area,2.0,3.0,Yes,1610.0,119.0
Super built-up  Area,2.0,2.0,Yes,1050.0,55.0
Built-up  Area,2.0,2.0,No,1410.0,43.71
Super built-up  Area,2.0,2.0,Yes,1050.0,37.8
Built-up  Area,2.0,1.0,Yes,1310.0,85.0
Super built-up  Area,2.0,2.0,Yes,1104.0,58.0
Super built-up  Area,2.0,1.0,No,1165.0,67.0
Super built-up  Area,2.0,3.0,Yes,1310.0,60.0
Built-up  Area,2.0,2.0,Yes,1052.0,52.0
Super built-up  Area,2.0,2.0,Yes,1000.0,45.0
Super built-up  Area,3.0,2.0,No,2240.0,300.0
Super built-up  Area,2.0,1.0,Yes,1150.0,38.08
Super built-up  Area,3.0,1.0,No,2019.0,70.67
Super built-up  Area,2.0,1.0,Yes,986.0,31.0
Plot  Area,1.0,1.0,Yes,1350.0,145.0
Built-up  Area,8.0,2.0,Yes,800.0,140.0
Super built-up  Area,4.0,2.0,Yes,1893.0,95.0
Super built-up  Area,3.0,2.0,Yes,1318.0,56.0
Built-up  Area,2.0,2.0,Yes,1325.0,58.0
Built-up  Area,2.0,1.0,Yes,800.0,33.0
Super built-up  Area,3.0,2.0,Yes,1300.0,42.25
Built-up  Area,2.0,2.0,Yes,1300.0,60.0
Built-up  Area,4.0,0.0,Yes,2500.0,170.0
Plot  Area,3.0,1.0,Yes,1520.0,165.0
Super built-up  Area,3.0,2.0,Yes,1665.0,85.0
Super built-up  Area,3.0,2.0,Yes,1800.0,80.0
Super built-up  Area,2.0,1.0,Yes,1197.0,75.0
Super built-up  Area,2.0,2.0,Yes,1050.0,45.0
Plot  Area,4.0,2.0,Yes,910.0,194.0
Super built-up  Area,2.0,1.0,Yes,1241.0,68.0
Super built-up  Area,2.0,3.0,Yes,1567.0,62.0
Super built-up  Area,3.0,1.0,Yes,1747.0,110.0
Super built-up  Area,2.0,2.0,No,1475.0,55.0
Plot  Area,4.0,1.0,Yes,600.0,70.0
Plot  Area,4.0,2.0,Yes,1524.0,400.0
Super built-up  Area,2.0,1.0,Yes,980.0,51.0
Super built-up  Area,2.0,1.0,No,966.0,58.0
Super built-up  Area,3.0,2.0,Yes,2360.0,185.0
Super built-up  Area,2.0,1.0,No,1112.0,62.0
Super built-up  Area,1.0,1.0,Yes,550.0,16.0
Built-up  Area,3.0,3.0,Yes,1760.0,90.0
Super built-up  Area,2.0,3.0,Yes,1830.0,113.0
Super built-up  Area,2.0,1.0,No,1175.0,67.77
Super built-up  Area,2.0,1.0,Yes,1175.0,41.0
Super built-up  Area,2.0,2.0,Yes,1025.0,45.0
Super built-up  Area,2.0,1.0,No,1232.0,80.0
Built-up  Area,2.0,2.0,Yes,1010.0,57.0
Super built-up  Area,2.0,2.0,Yes,1273.0,60.0
Super built-up  Area,2.0,2.0,No,1590.0,102.0
Super built-up  Area,2.0,1.0,Yes,1100.0,58.5
Super built-up  Area,2.0,1.0,Yes,1252.0,65.0
Super built-up  Area,5.0,3.0,Yes,2615.0,222.0
Plot  Area,6.0,2.0,Yes,1200.0,140.0
Super built-up  Area,2.0,1.0,Yes,1322.0,77.9
Plot  Area,1.0,1.0,Yes,1000.0,60.0
Super built-up  Area,3.0,2.0,Yes,1755.0,117.0
Super built-up  Area,2.0,2.0,Yes,1135.0,46.0
Plot  Area,10.0,2.0,Yes,1200.0,180.0
Plot  Area,4.0,1.0,Yes,1200.0,125.0
Super built-up  Area,2.0,2.0,Yes,1260.0,85.5
Plot  Area,5.0,2.0,Yes,3250.0,395.0
Plot  Area,4.0,2.0,Yes,3500.0,550.0
Plot  Area,6.0,2.0,Yes,1200.0,110.0
Super built-up  Area,2.0,1.0,No,1100.0,53.0
Super built-up  Area,3.0,1.0,Yes,1305.0,65.0
Built-up  Area,2.0,1.0,Yes,1236.0,50.0
Built-up  Area,1.0,2.0,Yes,1125.0,45.0
Built-up  Area,2.0,2.0,No,1075.0,32.25
Plot  Area,5.0,1.0,Yes,772.0,60.0
Built-up  Area,6.0,0.0,Yes,2999.97,110.0
Super built-up  Area,2.0,2.0,Yes,1150.0,42.0
Plot  Area,4.0,1.0,Yes,1440.0,240.0
Super built-up  Area,2.0,1.0,Yes,1085.0,43.4
Built-up  Area,3.0,0.0,Yes,1785.0,165.0
Super built-up  Area,4.0,2.0,Yes,1930.0,120.0
Super built-up  Area,4.0,1.0,Yes,600.0,70.0
Plot  Area,1.0,0.0,Yes,800.0,45.0
Built-up  Area,3.0,2.0,Yes,2450.0,110.0
Plot  Area,4.0,0.0,No,1200.0,120.0
Super built-up  Area,3.0,3.0,Yes,1920.0,122.0
Super built-up  Area,2.0,2.0,No,1085.0,34.2
Super built-up  Area,1.0,2.0,Yes,760.0,50.4
Built-up  Area,2.0,3.0,Yes,1201.0,80.0
Super built-up  Area,3.0,2.0,No,1615.0,97.0
Super built-up  Area,2.0,2.0,Yes,1289.0,70.0
Super built-up  Area,2.0,2.0,Yes,1377.0,80.0
Super built-up  Area,3.0,2.0,Yes,2880.0,560.0
Plot  Area,3.0,2.0,Yes,1892.0,200.0
Built-up  Area,3.0,3.0,Yes,2176.0,348.0
Super built-up  Area,1.0,0.0,No,663.0,32.82
Built-up  Area,2.0,1.0,No,1165.0,33.65
Super built-up  Area,4.0,1.0,Yes,3554.0,340.0
Super built-up  Area,2.0,1.0,Yes,1260.0,45.5
Built-up  Area,2.0,1.0,Yes,1095.0,39.0
Super built-up  Area,2.0,2.0,Yes,1050.0,65.0
Super built-up  Area,2.0,2.0,Yes,1176.0,50.0
Super built-up  Area,3.0,2.0,Yes,1801.0,115.0
Super built-up  Area,2.0,3.0,Yes,1315.0,55.0
Plot  Area,2.0,1.0,Yes,2400.0,125.0
Super built-up  Area,2.0,3.0,No,1308.0,53.0
Plot  Area,4.0,2.0,Yes,4250.0,610.0
Super built-up  Area,6.0,2.0,Yes,1806.0,116.0
Built-up  Area,4.0,1.0,No,3671.0,220.0
Super built-up  Area,3.0,2.0,Yes,2144.0,140.0
Built-up  Area,2.0,3.0,Yes,1065.0,33.75
Super built-up  Area,2.0,1.0,No,1205.0,67.0
Super built-up  Area,2.0,2.0,Yes,1160.0,40.58
Plot  Area,4.0,2.0,Yes,750.0,90.0
Plot  Area,3.0,1.0,No,1200.0,56.53
Super built-up  Area,3.0,3.0,Yes,1681.0,69.0
Built-up  Area,2.0,1.0,No,1130.0,32.64
Super built-up  Area,5.0,1.0,Yes,3633.0,335.0
Built-up  Area,3.0,2.0,Yes,1843.0,90.0
Built-up  Area,2.0,1.0,No,1065.0,30.75
Super built-up  Area,3.0,2.0,Yes,1885.0,85.52
Super built-up  Area,2.0,2.0,Yes,1500.0,45.0
Super built-up  Area,2.0,2.0,Yes,1210.0,69.0
Super built-up  Area,2.0,1.0,Yes,1126.0,39.4
Super built-up  Area,2.0,2.0,Yes,1357.0,59.0
Super built-up  Area,2.0,2.0,Yes,1451.0,46.4
Plot  Area,3.0,3.0,Yes,1600.0,185.0
Super built-up  Area,2.0,1.0,Yes,950.0,55.0
Built-up  Area,2.0,2.0,Yes,960.0,48.0
Super built-up  Area,3.0,3.0,Yes,1625.0,92.0
Plot  Area,4.0,1.0,No,2200.0,150.0
Super built-up  Area,2.0,1.0,No,900.0,46.29
Built-up  Area,2.0,2.0,Yes,1080.0,38.0
Super built-up  Area,3.0,1.0,Yes,2300.0,250.0
Super built-up  Area,3.0,0.0,Yes,1708.0,64.05
Built-up  Area,5.0,2.0,Yes,2500.0,185.0
Super built-up  Area,2.0,2.0,Yes,1690.0,116.0
Built-up  Area,3.0,0.0,Yes,2100.0,145.0
Super built-up  Area,2.0,2.0,Yes,1269.0,97.0
Built-up  Area,3.0,2.0,Yes,1890.0,84.0
Built-up  Area,2.0,1.0,No,1165.0,33.64
Super built-up  Area,2.0,2.0,Yes,1196.0,56.81
Super built-up  Area,3.0,2.0,Yes,1630.0,110.0
Super built-up  Area,2.0,1.0,No,1063.0,42.52
Super built-up  Area,2.0,1.0,Yes,1025.0,39.98
Super built-up  Area,2.0,1.0,Yes,1067.0,38.0
Super built-up  Area,2.0,1.0,No,1299.0,89.63
Super built-up  Area,2.0,1.0,No,1343.0,76.0
Super built-up  Area,2.0,2.0,Yes,1330.0,44.0
Super built-up  Area,2.0,3.0,Yes,1524.0,72.0
Super built-up  Area,4.0,2.0,Yes,2236.0,153.0
Super built-up  Area,3.0,2.0,Yes,2955.0,235.0
Super built-up  Area,2.0,2.0,No,1410.0,45.12
Super built-up  Area,2.0,1.0,Yes,1205.0,79.0
Super built-up  Area,2.0,2.0,Yes,1270.0,95.25
Super built-up  Area,2.0,2.0,Yes,1353.0,110.0
Plot  Area,2.0,1.0,No,1200.0,68.0
Super built-up  Area,2.0,1.0,Yes,1250.0,70.0
Super built-up  Area,3.0,2.0,No,1950.2,261.0
Super built-up  Area,2.0,1.0,No,1157.0,69.0
Super built-up  Area,1.0,0.0,No,825.0,35.475
Built-up  Area,1.0,1.0,No,602.0,33.0
Built-up  Area,4.0,0.0,Yes,3000.0,900.0
Super built-up  Area,2.0,0.0,No,1108.0,66.46
Super built-up  Area,2.0,1.0,Yes,1040.0,68.0
Super built-up  Area,2.0,1.0,No,1451.0,87.0
Super built-up  Area,1.0,1.0,No,850.0,37.32
Super built-up  Area,3.0,2.0,No,2171.66,298.0
Super built-up  Area,2.0,1.0,Yes,900.0,40.0
Super built-up  Area,1.0,1.0,Yes,720.0,33.0
Super built-up  Area,3.0,2.0,Yes,1573.0,115.0
Super built-up  Area,2.0,1.0,Yes,1026.0,60.8
Built-up  Area,2.0,2.0,No,1400.0,40.44
Built-up  Area,3.0,1.0,Yes,2100.0,147.0
Super built-up  Area,2.0,1.0,Yes,1150.0,48.5
Super built-up  Area,3.0,2.0,Yes,1500.0,88.0
Super built-up  Area,3.0,2.0,Yes,2400.0,380.0
Plot  Area,3.0,2.0,Yes,1200.0,240.0
Super built-up  Area,2.0,2.0,Yes,1125.0,75.0
Super built-up  Area,3.0,0.0,No,1830.5,84.205
Super built-up  Area,2.0,1.0,Yes,1100.0,50.0
Built-up  Area,2.0,1.0,Yes,120.0,51.0
Built-up  Area,2.0,2.0,Yes,1105.0,57.0
Super built-up  Area,2.0,2.0,Yes,1110.0,46.5
Super built-up  Area,1.0,1.0,Yes,708.0,41.0
Super built-up  Area,3.0,1.0,No,1600.0,100.0
Super built-up  Area,6.0,2.0,Yes,3122.0,250.0
Super built-up  Area,2.0,2.0,Yes,1205.0,37.0
Super built-up  Area,2.0,2.0,Yes,1450.0,73.0
Plot  Area,4.0,2.0,Yes,750.0,125.0
Plot  Area,1.0,0.0,Yes,540.0,22.0
Built-up  Area,2.0,2.0,Yes,1200.0,42.0
Plot  Area,5.0,1.0,Yes,1200.0,260.0
Super built-up  Area,2.0,2.0,Yes,1837.0,95.0
Super built-up  Area,2.0,1.0,No,1346.0,76.01
Built-up  Area,2.0,1.0,Yes,1012.0,68.0
Super built-up  Area,3.0,2.0,No,1950.2,193.0
Super built-up  Area,2.0,2.0,Yes,1125.0,55.0
Super built-up  Area,2.0,2.0,Yes,1500.0,60.0
Super built-up  Area,2.0,1.0,Yes,1197.0,79.9
Super built-up  Area,2.0,2.0,Yes,1100.0,47.0
Super built-up  Area,2.0,2.0,Yes,1563.0,52.0
Plot  Area,4.0,1.0,Yes,2240.0,700.0
Super built-up  Area,4.0,2.0,Yes,3729.0,384.0
Plot  Area,3.0,1.0,Yes,1600.0,120.0
Super built-up  Area,3.0,3.0,Yes,1715.0,120.0
Built-up  Area,4.0,1.0,Yes,2400.0,180.0
Super built-up  Area,2.0,2.0,No,1151.0,42.5
Plot  Area,6.0,2.0,Yes,1200.0,220.0
Built-up  Area,2.0,2.0,Yes,1123.0,60.0
Super built-up  Area,2.0,1.0,No,1276.0,69.5
Super built-up  Area,2.0,3.0,Yes,1315.0,77.0
Super built-up  Area,2.0,2.0,Yes,1325.0,52.0
Super built-up  Area,3.0,2.0,No,1600.0,63.2
Super built-up  Area,3.0,2.0,Yes,1660.0,104.0
Super built-up  Area,2.0,3.0,Yes,1299.0,58.0
Super built-up  Area,2.0,1.0,Yes,953.0,90.0
Super built-up  Area,2.0,3.0,Yes,1457.0,60.0
Super built-up  Area,1.0,1.0,No,1000.0,65.0
Built-up  Area,2.0,3.0,Yes,1100.0,76.3
Super built-up  Area,2.0,1.0,Yes,1075.0,33.53
Super built-up  Area,3.0,3.0,Yes,1450.0,51.0
Super built-up  Area,6.0,2.0,Yes,5515.0,425.0
Super built-up  Area,1.0,1.0,Yes,950.0,40.0
Plot  Area,3.0,1.0,Yes,1200.0,180.0
Super built-up  Area,2.0,2.0,Yes,1013.0,60.0
Super built-up  Area,2.0,2.0,Yes,1140.0,56.0
Super built-up  Area,3.0,3.0,Yes,2100.0,220.0
Super built-up  Area,3.0,1.0,Yes,1430.0,61.0
Plot  Area,3.0,0.0,Yes,600.0,95.0
Carpet  Area,3.0,2.0,Yes,1600.0,77.0
Super built-up  Area,2.0,1.0,Yes,1190.0,48.0
Super built-up  Area,3.0,2.0,Yes,1625.0,95.0
Super built-up  Area,2.0,2.0,Yes,1210.0,53.0
Super built-up  Area,3.0,2.0,Yes,1615.0,150.0
Super built-up  Area,2.0,2.0,Yes,1180.0,85.0
Plot  Area,2.0,0.0,Yes,1500.0,91.0
Built-up  Area,2.0,1.0,Yes,850.0,45.0
Super built-up  Area,2.0,2.0,Yes,1130.0,55.0
Super built-up  Area,2.0,2.0,Yes,907.0,38.0
Built-up  Area,2.0,3.0,Yes,1300.0,90.0
Super built-up  Area,3.0,1.0,Yes,1891.0,110.0
Super built-up  Area,3.0,3.0,Yes,1735.0,78.0
Super built-up  Area,2.0,1.0,Yes,1075.0,33.0
Built-up  Area,5.0,0.0,Yes,24.0,75.0
Built-up  Area,4.0,3.0,Yes,2040.0,123.0
Plot  Area,5.0,2.0,Yes,1600.0,140.0
Built-up  Area,2.0,3.0,Yes,1160.0,55.0
Super built-up  Area,1.0,1.0,Yes,930.0,55.0
Built-up  Area,2.0,1.0,Yes,1010.0,58.0
Super built-up  Area,2.0,2.0,Yes,1221.0,68.0
Plot  Area,4.0,3.0,Yes,2400.0,470.0
Super built-up  Area,2.0,1.0,No,1108.0,87.48
Plot  Area,4.0,2.0,Yes,1000.0,120.0
Super built-up  Area,2.0,1.0,No,1370.0,70.0
Super built-up  Area,2.0,1.0,Yes,920.0,41.5
Super built-up  Area,2.0,1.0,No,1277.0,79.89
Super built-up  Area,2.0,2.0,No,1213.0,38.1
Super built-up  Area,3.0,2.0,Yes,1653.0,85.0
Plot  Area,3.0,3.0,Yes,2400.0,140.0
Super built-up  Area,5.0,3.0,Yes,3000.0,500.0
Plot  Area,4.0,3.0,Yes,1600.0,250.0
Super built-up  Area,2.0,2.0,Yes,1321.0,40.0
Super built-up  Area,3.0,2.0,Yes,1570.0,68.0
Built-up  Area,8.0,2.0,Yes,1150.0,70.0
Super built-up  Area,2.0,3.0,Yes,1053.0,44.0
Super built-up  Area,2.0,3.0,Yes,1325.0,56.0
Super built-up  Area,2.0,1.0,No,1169.0,50.11
Super built-up  Area,2.0,1.0,No,1274.0,90.0
Super built-up  Area,2.0,2.0,Yes,1317.0,52.0
Built-up  Area,2.0,1.0,Yes,1195.0,75.0
Super built-up  Area,4.0,0.0,No,2858.0,137.0
Super built-up  Area,2.0,2.0,Yes,940.0,35.0
Built-up  Area,3.0,2.0,Yes,1820.0,95.5
Super built-up  Area,3.0,3.0,Yes,1450.0,53.6
Built-up  Area,3.0,0.0,Yes,1615.0,96.9
Built-up  Area,2.0,3.0,Yes,2200.0,99.0
Super built-up  Area,2.0,1.0,Yes,985.0,62.5
Built-up  Area,2.0,1.0,Yes,1116.0,33.0
Super built-up  Area,2.0,1.0,Yes,1105.0,39.5
Super built-up  Area,2.0,1.0,Yes,1220.0,55.0
Built-up  Area,3.0,2.0,Yes,1400.0,74.0
Built-up  Area,3.0,0.0,Yes,2400.0,185.0
Plot  Area,3.0,0.0,Yes,850.0,63.0
Built-up  Area,2.0,1.0,Yes,1000.0,35.0
Super built-up  Area,3.0,3.0,Yes,1660.0,80.0
Super built-up  Area,2.0,1.0,No,1165.0,52.0
Super built-up  Area,2.0,2.0,Yes,1153.0,56.0
Built-up  Area,2.0,2.0,Yes,1270.0,45.0
Super built-up  Area,2.0,2.0,No,1070.0,38.0
Built-up  Area,2.0,2.0,Yes,1427.0,85.0
Super built-up  Area,2.0,2.0,Yes,1420.0,95.0
Plot  Area,5.0,0.0,Yes,1600.0,130.0
Super built-up  Area,2.0,2.0,Yes,2031.0,200.0
Super built-up  Area,2.0,1.0,No,1454.0,90.0
Super built-up  Area,2.0,3.0,Yes,1116.0,48.76
Plot  Area,3.0,1.0,Yes,2000.0,180.0
Super built-up  Area,2.0,1.0,No,1346.0,74.03
Super built-up  Area,2.0,1.0,Yes,1062.0,50.0
Super built-up  Area,1.0,1.0,Yes,700.0,25.5
Super built-up  Area,2.0,1.0,No,1405.0,99.0
Built-up  Area,2.0,2.0,Yes,1100.0,50.0
Plot  Area,4.0,3.0,Yes,2153.0,120.0
Plot  Area,3.0,2.0,Yes,1200.0,120.0
Super built-up  Area,3.0,2.0,Yes,2135.0,170.0
Built-up  Area,2.0,3.0,Yes,1068.0,48.0
Super built-up  Area,2.0,1.0,Yes,940.0,32.9
Super built-up  Area,2.0,1.0,No,1063.0,32.79
Super built-up  Area,2.0,2.0,Yes,1382.0,84.5
Super built-up  Area,2.0,1.0,Yes,936.0,45.0
Super built-up  Area,2.0,3.0,Yes,1400.0,60.0
Super built-up  Area,1.0,1.0,No,475.0,26.0
Super built-up  Area,2.0,1.0,Yes,1200.0,115.0
Super built-up  Area,3.0,3.0,Yes,1450.0,65.0
Super built-up  Area,2.0,1.0,Yes,1162.0,52.0
Super built-up  Area,2.0,1.0,No,1161.0,48.75
Super built-up  Area,2.0,2.0,Yes,1623.29,105.0
Super built-up  Area,2.0,1.0,Yes,1260.0,70.0
Plot  Area,3.0,2.0,Yes,1672.0,190.0
Plot  Area,4.0,2.0,Yes,3000.0,240.0
Super built-up  Area,2.0,0.0,Yes,1500.0,70.0
Super built-up  Area,1.0,0.0,No,705.0,34.545
Plot  Area,6.0,2.0,Yes,1650.0,200.0
Super built-up  Area,3.0,3.0,Yes,2000.0,200.0
Plot  Area,1.0,0.0,Yes,1675.0,241.0
Plot  Area,3.0,2.0,Yes,1200.0,150.0
Super built-up  Area,2.0,2.0,Yes,1100.0,46.2
Super built-up  Area,2.0,3.0,Yes,1400.0,56.0
Super built-up  Area,3.0,2.0,Yes,2257.0,155.0
Super built-up  Area,2.0,2.0,Yes,1153.0,56.5
Super built-up  Area,2.0,1.0,Yes,1197.0,56.86
Super built-up  Area,2.0,2.0,Yes,1150.0,90.0
Super built-up  Area,1.0,1.0,No,595.0,40.0
Super built-up  Area,3.0,1.0,No,1837.0,110.0
Plot  Area,4.0,2.0,Yes,3750.0,190.0
Super built-up  Area,3.0,3.0,Yes,1830.0,91.86
Super built-up  Area,3.0,3.0,Yes,1715.0,115.0
Super built-up  Area,2.0,1.0,Yes,970.0,35.0
Plot  Area,3.0,2.0,Yes,1200.0,148.0
Built-up  Area,5.0,1.0,Yes,2700.0,95.75
Plot  Area,4.0,2.0,Yes,5480.0,400.0
Built-up  Area,5.0,1.0,Yes,2400.0,135.0
Super built-up  Area,4.0,2.0,Yes,3040.0,135.0
Super built-up  Area,2.0,1.0,No,1168.0,66.0
Built-up  Area,3.0,2.0,Yes,1500.0,75.0
Plot  Area,2.0,1.0,Yes,600.0,72.0
Plot  Area,7.0,3.0,Yes,1200.0,250.0
Super built-up  Area,2.0,1.0,No,850.0,25.4
Super built-up  Area,2.0,2.0,Yes,935.0,39.0
Plot  Area,5.0,1.0,Yes,1200.0,235.0
Super built-up  Area,1.0,1.0,No,654.0,49.0
Built-up  Area,3.0,1.0,Yes,1650.0,180.0
Plot  Area,5.0,0.0,Yes,5656.0,499.0
Super built-up  Area,2.0,1.0,Yes,1300.0,33.0
Super built-up  Area,2.0,1.0,Yes,950.0,60.0
Super built-up  Area,3.0,2.0,No,1250.0,54.0
Super built-up  Area,2.0,2.0,Yes,1425.0,65.0
Built-up  Area,1.0,0.0,Yes,1165.0,42.09
Super built-up  Area,2.0,2.0,Yes,1390.0,69.49
Built-up  Area,3.0,2.0,Yes,1510.0,78.0
Super built-up  Area,2.0,2.0,Yes,1305.0,90.0
Plot  Area,6.0,2.0,Yes,1200.0,170.0
Built-up  Area,2.0,2.0,Yes,866.0,32.0
Super built-up  Area,2.0,1.0,Yes,1231.0,84.5
Super built-up  Area,2.0,3.0,Yes,1360.0,45.0
Super built-up  Area,3.0,3.0,Yes,2500.0,138.0
Super built-up  Area,2.0,3.0,Yes,1140.0,55.0
Super built-up  Area,2.0,1.0,No,1295.0,64.5
Super built-up  Area,2.0,2.0,Yes,1020.0,45.75
Super built-up  Area,4.0,2.0,No,3504.0,262.0
Plot  Area,1.0,0.0,Yes,1200.0,50.0
Super built-up  Area,2.0,1.0,Yes,1100.0,41.0
Plot  Area,4.0,3.0,No,4723.0,500.0
Super built-up  Area,2.0,2.0,Yes,820.0,37.0
Plot  Area,4.0,1.0,Yes,3508.0,386.0
Plot  Area,4.0,2.0,Yes,3700.0,400.0
Super built-up  Area,2.0,2.0,Yes,1354.0,70.0
Super built-up  Area,3.0,2.0,Yes,2453.0,250.0
Super built-up  Area,2.0,1.0,Yes,1154.0,51.8
Super built-up  Area,2.0,3.0,Yes,1680.0,92.0
