area_type,bath,balcony,price,available to move,rectified_sqft
Super built-up  Area,2.0,3.0,70.0,Yes,1500.0
Super built-up  Area,2.0,2.0,52.0,Yes,1294.0
Built-up  Area,2.0,1.0,40.0,Yes,950.0
Plot  Area,5.0,2.0,139.0,Yes,1356.0
Super built-up  Area,2.0,0.0,67.9,No,1132.0
Super built-up  Area,1.0,0.0,22.89,No,296.0
Super built-up  Area,4.0,1.0,180.0,Yes,2400.0
Super built-up  Area,2.0,2.0,77.0,Yes,1150.0
Built-up  Area,2.0,0.0,50.0,Yes,1000.0
Super built-up  Area,2.0,1.0,36.75,Yes,1050.0
Plot  Area,4.0,2.0,230.0,Yes,1500.0
Plot  Area,2.0,1.0,65.0,Yes,646.0
Plot  Area,3.0,1.0,95.0,Yes,1500.0
Super built-up  Area,3.0,2.0,110.0,Yes,1650.0
Plot  Area,2.0,2.0,90.0,Yes,600.0
Built-up  Area,2.0,2.0,53.0,Yes,1000.0
Super built-up  Area,2.0,1.0,71.42,No,1100.0
Plot  Area,5.0,2.0,350.0,Yes,1750.0
Super built-up  Area,2.0,1.0,52.2,No,1160.0
Super built-up  Area,2.0,1.0,72.0,Yes,1210.0
Super built-up  Area,2.0,1.0,85.0,Yes,1432.0
Plot  Area,2.0,0.0,70.0,Yes,1200.0
Super built-up  Area,3.0,2.0,58.0,Yes,1405.0
Plot  Area,4.0,2.0,130.0,Yes,1550.0
Built-up  Area,3.0,2.0,100.0,Yes,1750.0
Super built-up  Area,2.0,1.0,90.5,No,1708.0
Super built-up  Area,2.0,3.0,28.0,Yes,850.0
Super built-up  Area,2.0,2.0,75.0,Yes,1280.0
Super built-up  Area,2.0,1.0,110.0,Yes,1305.0
Super built-up  Area,2.0,2.0,32.0,Yes,1095.0
Plot  Area,3.0,1.0,130.0,Yes,1140.0
Plot  Area,6.0,3.0,65.0,Yes,1080.0
Super built-up  Area,2.0,2.0,85.0,No,1386.0
Built-up  Area,3.0,1.0,75.0,Yes,2100.0
Super built-up  Area,3.0,2.0,135.0,Yes,1846.0
Super built-up  Area,3.0,2.0,88.0,Yes,1843.0
Built-up  Area,1.0,1.0,17.5,Yes,500.0
Super built-up  Area,1.0,1.0,36.85,Yes,670.0
Super built-up  Area,2.0,1.0,70.0,Yes,1325.0
Built-up  Area,6.0,2.0,75.0,Yes,800.0
Plot  Area,4.0,0.0,550.0,Yes,2400.0
Built-up  Area,2.0,1.0,62.0,Yes,1113.0
Super built-up  Area,2.0,3.0,34.0,No,1170.0
Built-up  Area,2.0,2.0,80.0,Yes,1800.0
Super built-up  Area,3.0,0.0,50.0,Yes,1540.0
Super built-up  Area,3.0,3.0,70.0,Yes,1252.0
Built-up  Area,4.0,0.0,625.0,Yes,6000.0
Built-up  Area,5.0,2.0,180.0,Yes,2430.0
Super built-up  Area,2.0,1.0,25.4,No,850.0
Carpet  Area,2.0,1.0,55.0,Yes,1103.0
Plot  Area,3.0,2.0,150.0,Yes,1740.0
Built-up  Area,2.0,3.0,72.0,Yes,1186.0
Built-up  Area,2.0,2.0,48.0,Yes,943.0
Super built-up  Area,2.0,1.0,57.84,No,1157.0
Super built-up  Area,2.0,2.0,65.0,Yes,1300.0
Super built-up  Area,3.0,2.0,86.0,Yes,1535.0
Carpet  Area,1.0,1.0,55.0,Yes,785.0
Super built-up  Area,3.0,3.0,207.0,No,2000.0
Plot  Area,6.0,2.0,110.0,Yes,800.0
Super built-up  Area,2.0,2.0,46.4,Yes,1451.0
Built-up  Area,5.0,2.0,245.0,Yes,4200.0
Plot  Area,2.0,0.0,66.0,Yes,1200.0
Built-up  Area,3.0,3.0,100.0,Yes,1770.0
Plot  Area,4.0,2.0,350.0,Yes,3100.0
Super built-up  Area,2.0,2.0,39.85,No,1240.0
Super built-up  Area,2.0,3.0,68.0,Yes,1200.0
Super built-up  Area,2.0,1.0,68.0,Yes,925.0
Plot  Area,2.0,0.0,80.0,Yes,500.0
Built-up  Area,2.0,2.0,37.49,Yes,760.0
Super built-up  Area,1.0,1.0,23.65,Yes,740.0
Super built-up  Area,3.0,3.0,110.0,No,1762.0
Plot  Area,5.0,2.0,98.5,Yes,1180.0
Super built-up  Area,3.0,2.0,67.55,No,2047.0
Super built-up  Area,2.0,2.0,29.47,No,921.0
Super built-up  Area,2.0,1.0,45.0,Yes,1045.0
Built-up  Area,3.0,1.0,50.0,Yes,1100.0
Built-up  Area,2.0,2.0,125.0,Yes,1590.0
Super built-up  Area,4.0,0.0,413.0,No,2750.0
Super built-up  Area,2.0,1.0,164.0,No,1217.0
Super built-up  Area,3.0,1.0,120.0,Yes,1476.0
Built-up  Area,2.0,2.0,55.0,Yes,1200.0
Super built-up  Area,3.0,2.0,130.0,Yes,1755.0
Plot  Area,3.0,0.0,95.0,Yes,1800.0
Super built-up  Area,2.0,1.0,56.0,No,1170.0
Super built-up  Area,4.0,3.0,250.0,Yes,2825.0
Built-up  Area,2.0,1.0,37.0,Yes,1020.0
Built-up  Area,2.0,1.0,50.49,Yes,918.0
Built-up  Area,3.0,3.0,220.0,Yes,1650.0
Plot  Area,4.0,2.0,300.0,Yes,3600.0
Super built-up  Area,2.0,1.0,42.0,Yes,1157.0
Super built-up  Area,3.0,0.0,51.0,Yes,1398.0
Super built-up  Area,2.0,2.0,95.0,Yes,1852.0
Built-up  Area,4.0,0.0,160.0,Yes,2540.0
Super built-up  Area,3.0,1.0,101.0,No,1680.0
Plot  Area,4.0,2.0,90.0,Yes,1000.0
Plot  Area,2.0,0.0,55.0,Yes,900.0
Super built-up  Area,3.0,2.0,116.0,Yes,1660.0
Plot  Area,6.0,3.0,125.0,Yes,2400.0
Super built-up  Area,2.0,1.0,64.0,No,1007.0
Built-up  Area,2.0,0.0,62.0,Yes,1176.0
Built-up  Area,1.0,1.0,19.5,Yes,435.0
Super built-up  Area,2.0,1.0,76.0,Yes,1197.0
Built-up  Area,2.0,2.0,60.0,Yes,1415.0
Super built-up  Area,2.0,1.0,39.98,Yes,1025.0
Super built-up  Area,2.0,1.0,53.0,Yes,1041.0
Super built-up  Area,2.0,2.0,63.0,Yes,1300.0
Super built-up  Area,3.0,2.0,83.0,Yes,1636.0
Plot  Area,6.0,3.0,170.0,Yes,900.0
Super built-up  Area,2.0,1.0,51.0,Yes,1194.0
Super built-up  Area,3.0,2.0,94.36,Yes,1880.0
Super built-up  Area,2.0,2.0,49.5,Yes,1200.0
Built-up  Area,4.0,2.0,136.0,Yes,3250.0
Super built-up  Area,2.0,1.0,52.59,No,1023.0
Super built-up  Area,2.0,2.0,95.0,Yes,1409.0
Built-up  Area,4.0,0.0,393.5,Yes,4920.0
Plot  Area,2.0,1.0,45.0,No,1200.0
Super built-up  Area,7.0,2.0,225.0,Yes,4000.0
Plot  Area,6.0,1.0,525.0,Yes,4003.0
Super built-up  Area,3.0,1.0,55.0,Yes,1350.0
Super built-up  Area,2.0,2.0,40.58,Yes,1160.0
Super built-up  Area,2.0,1.0,62.5,Yes,1170.0
Super built-up  Area,2.0,1.0,40.25,Yes,1150.0
Super built-up  Area,3.0,2.0,288.0,Yes,1718.0
Super built-up  Area,2.0,0.0,25.0,Yes,777.4
Super built-up  Area,5.0,0.0,191.0,Yes,2987.5
Plot  Area,4.0,2.0,110.0,Yes,700.0
Super built-up  Area,3.0,2.0,150.0,Yes,1804.0
Built-up  Area,2.0,2.0,70.44,Yes,1314.0
Super built-up  Area,3.0,3.0,84.0,Yes,1640.0
Super built-up  Area,2.0,2.0,86.0,Yes,1322.0
Super built-up  Area,3.0,2.0,120.0,Yes,1702.0
Super built-up  Area,2.0,1.0,77.61,No,1360.0
Super built-up  Area,3.0,2.0,127.0,No,1724.0
Built-up  Area,5.0,0.0,290.0,Yes,3250.0
Super built-up  Area,3.0,2.0,131.0,No,1868.0
Super built-up  Area,2.0,3.0,45.0,Yes,1200.0
Super built-up  Area,1.0,1.0,26.0,Yes,360.0
Super built-up  Area,3.0,3.0,150.0,Yes,1900.0
Super built-up  Area,2.0,2.0,65.0,Yes,1510.0
Super built-up  Area,2.0,2.0,44.0,Yes,1195.0
Super built-up  Area,2.0,1.0,48.66,Yes,1060.0
Super built-up  Area,2.0,1.0,36.28,Yes,1037.0
Super built-up  Area,2.0,1.0,68.0,Yes,1222.0
Plot  Area,3.0,0.0,499.0,Yes,2610.0
Built-up  Area,1.0,1.0,30.0,Yes,900.0
Super built-up  Area,2.0,1.0,718.0,No,1496.0
Plot  Area,2.0,0.0,180.0,Yes,2000.0
Super built-up  Area,2.0,1.0,32.0,Yes,975.0
Plot  Area,3.0,2.0,275.0,Yes,3500.0
Super built-up  Area,2.0,2.0,71.05,Yes,1225.0
Super built-up  Area,3.0,2.0,150.0,Yes,1795.0
Super built-up  Area,3.0,2.0,107.0,Yes,1710.0
Super built-up  Area,2.0,2.0,50.0,Yes,1176.0
Super built-up  Area,4.0,2.0,132.0,Yes,1965.0
Super built-up  Area,2.0,1.0,90.0,Yes,1350.0
Super built-up  Area,5.0,2.0,335.0,Yes,3197.0
Super built-up  Area,2.0,2.0,47.0,Yes,1050.0
Plot  Area,2.0,1.0,130.0,Yes,1500.0
Super built-up  Area,2.0,1.0,59.0,Yes,1419.59
Built-up  Area,3.0,3.0,110.0,Yes,1870.0
Super built-up  Area,2.0,2.0,30.47,No,1033.0
Super built-up  Area,2.0,2.0,58.86,Yes,1215.0
Super built-up  Area,2.0,1.0,43.16,No,1151.0
Super built-up  Area,2.0,1.0,50.0,No,1127.0
Built-up  Area,3.0,1.0,107.0,No,2125.0
Built-up  Area,2.0,1.0,80.0,Yes,800.0
Super built-up  Area,3.0,2.0,90.0,Yes,1850.0
Plot  Area,4.0,2.0,150.0,Yes,940.0
Super built-up  Area,3.0,2.0,134.0,No,2099.0
Built-up  Area,3.0,1.0,166.0,Yes,2000.0
Super built-up  Area,3.0,1.0,130.0,Yes,1893.0
Super built-up  Area,2.0,3.0,50.0,Yes,1065.0
Super built-up  Area,2.0,1.0,37.0,Yes,1093.0
Super built-up  Area,2.0,2.0,75.84,No,1185.0
Built-up  Area,2.0,2.0,70.0,Yes,1100.0
Super built-up  Area,2.0,1.0,60.0,Yes,1223.0
Super built-up  Area,2.0,1.0,78.0,Yes,1305.0
Super built-up  Area,2.0,3.0,122.0,Yes,1525.0
Super built-up  Area,2.0,1.0,45.0,Yes,1095.0
Super built-up  Area,2.0,3.0,49.0,Yes,1291.0
Super built-up  Area,2.0,2.0,65.0,Yes,1050.0
Super built-up  Area,3.0,2.0,89.0,Yes,1767.0
Super built-up  Area,3.0,1.0,123.0,No,1512.0
Super built-up  Area,3.0,3.0,400.0,Yes,3400.0
Super built-up  Area,2.0,1.0,99.0,Yes,1350.0
Plot  Area,7.0,0.0,220.0,Yes,1200.0
Super built-up  Area,2.0,2.0,45.79,Yes,1145.0
Plot  Area,5.0,1.0,350.0,Yes,1200.0
Super built-up  Area,2.0,3.0,38.0,Yes,1100.0
Super built-up  Area,2.0,1.0,28.88,No,1000.0
Plot  Area,5.0,2.0,200.0,Yes,2400.0
Super built-up  Area,3.0,0.0,120.0,Yes,1590.0
Super built-up  Area,3.0,2.0,39.5,No,1250.0
Super built-up  Area,3.0,2.0,90.75,No,1650.0
Carpet  Area,3.0,2.0,68.0,No,1450.0
Super built-up  Area,3.0,3.0,135.0,Yes,1855.0
Super built-up  Area,2.0,2.0,70.0,Yes,1260.0
Super built-up  Area,3.0,3.0,89.0,Yes,1835.0
Plot  Area,4.0,2.0,140.0,Yes,1350.0
Super built-up  Area,2.0,2.0,45.0,Yes,1200.0
Super built-up  Area,2.0,2.0,43.04,Yes,1025.0
Super built-up  Area,2.0,1.0,46.1,No,1215.0
Built-up  Area,1.0,1.0,10.25,Yes,395.0
Super built-up  Area,3.0,3.0,96.87,Yes,1769.0
Plot  Area,6.0,2.0,200.0,Yes,1320.0
Super built-up  Area,2.0,1.0,45.75,No,984.0
Super built-up  Area,3.0,2.0,80.0,Yes,1200.0
Super built-up  Area,3.0,3.0,64.0,Yes,1600.0
Super built-up  Area,3.0,2.0,90.0,Yes,1400.0
Super built-up  Area,3.0,1.0,149.0,Yes,2060.0
Super built-up  Area,2.0,1.0,67.4,Yes,1246.0
Super built-up  Area,2.0,2.0,75.0,Yes,1500.0
Super built-up  Area,2.0,2.0,25.88,No,1015.0
Super built-up  Area,2.0,1.0,55.0,Yes,1150.0
Super built-up  Area,2.0,2.0,38.0,No,1080.0
Super built-up  Area,2.0,1.0,99.0,No,1392.0
Built-up  Area,3.0,1.0,80.0,Yes,1709.0
Super built-up  Area,2.0,2.0,63.0,Yes,1180.0
Plot  Area,3.0,0.0,360.0,Yes,2400.0
Built-up  Area,1.0,1.0,43.0,Yes,860.0
Plot  Area,3.0,2.0,145.0,No,600.0
Plot  Area,2.0,0.0,75.0,Yes,1200.0
Super built-up  Area,2.0,0.0,25.0,Yes,930.0
Super built-up  Area,3.0,3.0,190.0,Yes,3200.0
Built-up  Area,3.0,3.0,130.0,Yes,1600.0
Super built-up  Area,3.0,1.0,103.0,No,1564.0
Built-up  Area,1.0,2.0,160.0,Yes,4200.0
Super built-up  Area,2.0,1.0,33.0,Yes,1300.0
Super built-up  Area,3.0,2.0,85.0,Yes,1419.0
Super built-up  Area,4.0,2.0,150.0,Yes,1830.0
Plot  Area,4.0,2.0,155.0,Yes,2100.0
Super built-up  Area,2.0,2.0,68.0,Yes,1135.0
Plot  Area,3.0,2.0,240.0,Yes,4395.0
Super built-up  Area,2.0,2.0,75.0,Yes,1410.0
Built-up  Area,3.0,3.0,170.0,Yes,1750.0
Super built-up  Area,2.0,1.0,78.25,No,1500.0
Super built-up  Area,2.0,2.0,56.8,Yes,1139.0
Super built-up  Area,2.0,2.0,43.0,Yes,1050.0
Super built-up  Area,2.0,3.0,57.6,Yes,1260.0
Super built-up  Area,4.0,2.0,325.0,Yes,4000.0
Super built-up  Area,4.0,2.0,235.0,Yes,2795.0
Plot  Area,4.0,3.0,180.0,Yes,1125.0
Built-up  Area,3.0,1.0,150.0,Yes,2400.0
Plot  Area,5.0,2.0,120.0,Yes,945.0
Super built-up  Area,2.0,2.0,75.0,Yes,1293.0
Super built-up  Area,4.0,2.0,207.0,No,2774.0
Plot  Area,3.0,1.0,170.0,No,1300.0
Built-up  Area,3.0,2.0,97.0,No,1655.0
Plot  Area,5.0,3.0,160.0,Yes,1500.0
Built-up  Area,2.0,2.0,57.0,Yes,1010.0
Super built-up  Area,2.0,2.0,32.0,Yes,1044.0
Super built-up  Area,2.0,2.0,70.445,No,1583.0
Super built-up  Area,4.0,1.0,260.0,Yes,2500.0
Built-up  Area,4.0,3.0,214.0,Yes,3161.0
Plot  Area,4.0,2.0,125.0,Yes,600.0
Super built-up  Area,2.0,2.0,82.5,Yes,1182.0
Built-up  Area,2.0,1.0,67.0,No,1132.0
Super built-up  Area,2.0,1.0,67.5,Yes,1404.0
Super built-up  Area,2.0,1.0,50.0,Yes,976.0
Built-up  Area,2.0,1.0,26.65,No,1025.0
Built-up  Area,1.0,0.0,40.0,Yes,650.0
Super built-up  Area,1.0,2.0,27.0,Yes,747.0
Plot  Area,5.0,1.0,450.0,Yes,1650.0
Super built-up  Area,3.0,2.0,160.0,Yes,1760.0
Super built-up  Area,2.0,3.0,53.0,No,1308.0
Super built-up  Area,2.0,2.0,55.0,Yes,1080.0
Super built-up  Area,2.0,2.0,75.0,Yes,1477.0
Super built-up  Area,3.0,3.0,54.3,Yes,1450.0
Built-up  Area,4.0,2.0,125.0,Yes,2700.0
Super built-up  Area,2.0,2.0,65.0,Yes,1480.0
Plot  Area,4.0,2.0,325.0,Yes,2400.0
Super built-up  Area,3.0,3.0,110.0,Yes,1700.0
Super built-up  Area,2.0,1.0,46.0,Yes,920.0
Super built-up  Area,2.0,2.0,33.0,Yes,1070.0
Built-up  Area,8.0,2.0,140.0,Yes,800.0
Super built-up  Area,3.0,2.0,70.0,Yes,1500.0
Super built-up  Area,2.0,1.0,48.0,No,884.0
Super built-up  Area,2.0,2.0,60.0,Yes,1145.0
Super built-up  Area,2.0,1.0,47.4,No,1251.0
Super built-up  Area,2.0,2.0,98.94,No,1476.0
Super built-up  Area,2.0,1.0,27.0,Yes,870.0
Super built-up  Area,3.0,2.0,65.0,Yes,1330.0
Built-up  Area,9.0,2.0,200.0,No,4600.0
Super built-up  Area,3.0,3.0,155.0,Yes,1900.0
Super built-up  Area,2.0,1.0,95.0,Yes,1270.0
Super built-up  Area,2.0,1.0,65.75,No,1152.0
Super built-up  Area,2.0,2.0,47.0,Yes,1194.0
Built-up  Area,1.0,1.0,22.0,Yes,740.0
Super built-up  Area,3.0,2.0,155.0,Yes,1840.0
Super built-up  Area,2.0,2.0,40.0,Yes,1250.0
Built-up  Area,2.0,2.0,52.0,Yes,1200.0
Super built-up  Area,2.0,1.0,78.5,Yes,1205.0
Super built-up  Area,2.0,2.0,29.97,No,1110.0
Built-up  Area,2.0,1.0,97.0,Yes,1000.0
Super built-up  Area,2.0,2.0,60.0,Yes,1200.0
Plot  Area,4.0,2.0,400.0,Yes,3700.0
Super built-up  Area,3.0,3.0,65.0,Yes,1516.0
Super built-up  Area,3.0,2.0,85.0,Yes,1690.0
Plot  Area,5.0,3.0,950.0,Yes,5000.0
Plot  Area,5.0,1.0,105.0,Yes,600.0
Super built-up  Area,2.0,1.0,39.5,Yes,1105.0
Super built-up  Area,3.0,2.0,140.0,Yes,2089.0
Super built-up  Area,2.0,1.0,85.0,Yes,1379.0
Super built-up  Area,2.0,2.0,88.0,No,1244.0
Plot  Area,2.0,2.0,95.0,Yes,1300.0
Plot  Area,2.0,0.0,280.0,Yes,3760.0
Built-up  Area,2.0,3.0,55.0,Yes,1160.0
Super built-up  Area,2.0,1.0,53.35,No,1100.0
Built-up  Area,3.0,1.0,200.0,Yes,1870.0
Super built-up  Area,2.0,2.0,59.0,Yes,1419.0
Super built-up  Area,2.0,1.0,110.0,Yes,1459.0
Super built-up  Area,2.0,2.0,85.0,No,1520.0
Super built-up  Area,2.0,1.0,47.0,No,1100.0
Built-up  Area,2.0,1.0,35.0,No,700.0
Plot  Area,6.0,2.0,110.0,Yes,1200.0
Super built-up  Area,9.0,1.0,1000.0,Yes,11338.0
Super built-up  Area,2.0,1.0,135.0,Yes,1165.0
Super built-up  Area,2.0,1.0,87.0,Yes,1290.0
Built-up  Area,6.0,3.0,98.0,Yes,800.0
Super built-up  Area,3.0,2.0,85.0,Yes,1420.0
Super built-up  Area,2.0,2.0,49.85,No,1215.0
Built-up  Area,2.0,1.0,110.0,Yes,1270.0
Plot  Area,4.0,2.0,245.0,Yes,1200.0
Super built-up  Area,2.0,2.0,44.95,Yes,1065.0
Super built-up  Area,2.0,1.0,45.0,Yes,1000.0
Built-up  Area,2.0,2.0,35.0,Yes,1020.0
Super built-up  Area,2.0,1.0,67.0,No,1305.0
Super built-up  Area,2.0,1.0,34.0,No,1140.0
Super built-up  Area,2.0,1.0,42.0,Yes,1200.0
Built-up  Area,4.0,1.0,140.0,Yes,1200.0
Built-up  Area,2.0,2.0,65.0,Yes,1558.67
Built-up  Area,2.0,1.0,40.0,Yes,920.0
Plot  Area,1.0,1.0,180.0,Yes,3040.0
Super built-up  Area,2.0,1.0,23.0,Yes,620.0
Super built-up  Area,3.0,3.0,73.0,Yes,1555.0
Built-up  Area,3.0,2.0,95.0,Yes,1758.0
Super built-up  Area,2.0,2.0,35.0,No,1050.0
Built-up  Area,2.0,2.0,145.0,Yes,1560.0
Super built-up  Area,2.0,1.0,94.5,Yes,1290.0
Super built-up  Area,3.0,2.0,133.0,Yes,1762.0
Super built-up  Area,2.0,2.0,55.0,Yes,1065.0
Super built-up  Area,2.0,2.0,73.0,Yes,1410.0
Super built-up  Area,2.0,2.0,82.0,Yes,1445.0
Super built-up  Area,3.0,3.0,113.0,No,1938.0
Super built-up  Area,2.0,3.0,75.0,Yes,1206.0
Super built-up  Area,3.0,3.0,75.0,Yes,1930.0
Super built-up  Area,2.0,1.0,47.0,Yes,1175.0
Carpet  Area,2.0,1.0,59.86,Yes,1203.0
Plot  Area,3.0,3.0,95.75,Yes,1200.0
Built-up  Area,2.0,1.0,70.0,Yes,1120.0
Built-up  Area,2.0,1.0,143.0,No,1500.0
Super built-up  Area,6.0,1.0,207.0,No,3630.0
Super built-up  Area,2.0,0.0,35.0,Yes,1200.0
Plot  Area,2.0,2.0,46.13,No,1200.0
Built-up  Area,2.0,1.0,82.0,No,1047.0
Super built-up  Area,2.0,1.0,34.9,Yes,1091.0
Super built-up  Area,3.0,3.0,115.0,Yes,1583.0
Super built-up  Area,2.0,2.0,34.82,Yes,995.0
Built-up  Area,2.0,1.0,45.0,Yes,1180.0
Super built-up  Area,2.0,1.0,49.0,Yes,1025.0
Carpet  Area,2.0,3.0,40.0,Yes,1050.0
Super built-up  Area,3.0,1.0,165.0,Yes,1650.0
Super built-up  Area,3.0,1.0,78.0,Yes,1267.0
Plot  Area,5.0,3.0,500.0,Yes,2400.0
Super built-up  Area,3.0,2.0,200.0,Yes,2631.0
Super built-up  Area,1.0,1.0,29.0,Yes,589.0
Plot  Area,3.0,1.0,70.0,Yes,1200.0
Super built-up  Area,2.0,1.0,75.0,Yes,1260.0
Built-up  Area,2.0,0.0,97.0,No,1500.0
Super built-up  Area,2.0,1.0,85.0,Yes,800.0
Built-up  Area,2.0,1.0,55.0,Yes,1133.0
Super built-up  Area,2.0,2.0,152.0,No,2195.0
Built-up  Area,3.0,2.0,300.0,Yes,3900.0
Super built-up  Area,3.0,2.0,200.0,No,2000.0
Super built-up  Area,3.0,2.0,65.0,Yes,1250.0
Built-up  Area,2.0,2.0,65.0,Yes,1240.0
Built-up  Area,7.0,3.0,110.0,Yes,2700.0
Super built-up  Area,2.0,2.0,68.0,Yes,1628.0
Super built-up  Area,3.0,1.0,180.0,No,2051.0
Super built-up  Area,2.0,1.0,100.0,Yes,1450.0
Plot  Area,3.0,2.0,82.0,Yes,600.0
Super built-up  Area,3.0,2.0,70.0,Yes,1800.0
Super built-up  Area,2.0,2.0,70.0,Yes,1354.0
Super built-up  Area,3.0,1.0,111.0,No,1634.0
Super built-up  Area,2.0,3.0,75.0,Yes,1600.0
Plot  Area,4.0,1.0,180.0,Yes,3250.0
Super built-up  Area,2.0,1.0,60.0,Yes,1056.0
Super built-up  Area,2.0,1.0,71.73,No,1423.0
Super built-up  Area,2.0,2.0,44.0,Yes,1200.0
Built-up  Area,2.0,1.0,35.23,No,1220.0
Super built-up  Area,1.0,1.0,15.0,Yes,425.0
Super built-up  Area,2.0,1.0,41.43,No,1035.0
Super built-up  Area,3.0,3.0,85.73,No,1732.0
Super built-up  Area,2.0,2.0,55.0,Yes,1010.0
Super built-up  Area,2.0,1.0,60.0,Yes,1015.0
Super built-up  Area,2.0,2.0,49.35,Yes,1179.0
Super built-up  Area,2.0,1.0,41.0,Yes,1150.0
Super built-up  Area,2.0,1.0,94.28,No,1232.0
Super built-up  Area,2.0,0.0,35.0,Yes,938.0
Built-up  Area,3.0,2.0,60.0,Yes,3000.0
Plot  Area,2.0,1.0,52.0,No,1200.0
Super built-up  Area,2.0,1.0,76.0,Yes,1465.0
Super built-up  Area,3.0,2.0,130.0,Yes,1750.0
Built-up  Area,2.0,2.0,80.0,Yes,1150.0
Super built-up  Area,3.0,2.0,92.13,Yes,1676.0
Built-up  Area,7.0,0.0,160.0,Yes,2300.0
Super built-up  Area,3.0,3.0,40.0,Yes,1530.0
Super built-up  Area,4.0,2.0,152.0,Yes,2215.0
Super built-up  Area,2.0,2.0,53.0,Yes,1260.0
Plot  Area,3.0,1.0,375.0,Yes,2600.0
Super built-up  Area,2.0,2.0,55.0,Yes,871.0
Super built-up  Area,3.0,2.0,89.0,No,1571.0
Super built-up  Area,2.0,2.0,86.69,Yes,1445.0
Built-up  Area,2.0,2.0,95.0,Yes,1500.0
Super built-up  Area,2.0,2.0,55.5,Yes,1255.0
Super built-up  Area,4.0,2.0,130.0,Yes,2475.0
Plot  Area,5.0,2.0,138.0,Yes,1200.0
Super built-up  Area,2.0,1.0,65.0,Yes,905.0
Super built-up  Area,2.0,0.0,55.195,No,1187.0
Plot  Area,11.0,0.0,170.0,Yes,1200.0
Super built-up  Area,3.0,2.0,125.0,Yes,1711.0
Super built-up  Area,2.0,1.0,70.0,Yes,1100.0
Plot  Area,5.0,2.0,280.0,Yes,2679.0
Super built-up  Area,2.0,1.0,45.0,Yes,1000.0
Super built-up  Area,2.0,2.0,55.0,Yes,1127.0
Built-up  Area,2.0,1.0,150.0,Yes,1490.0
Super built-up  Area,1.0,1.0,46.95,Yes,835.0
Super built-up  Area,4.0,3.0,148.0,Yes,1810.0
Super built-up  Area,3.0,2.0,83.3,Yes,1515.0
Carpet  Area,2.0,2.0,53.0,Yes,1350.0
Super built-up  Area,2.0,2.0,40.0,Yes,1250.0
Built-up  Area,2.0,1.0,42.0,Yes,900.0
Super built-up  Area,3.0,2.0,95.0,Yes,1622.0
Built-up  Area,2.0,1.0,57.0,Yes,1150.0
Super built-up  Area,2.0,2.0,70.0,Yes,1296.0
Built-up  Area,2.0,0.0,37.0,Yes,1025.0
Super built-up  Area,1.0,1.0,25.5,Yes,750.0
Super built-up  Area,2.0,1.0,60.0,Yes,1128.0
Plot  Area,4.0,2.0,1000.0,Yes,4000.0
Super built-up  Area,1.0,1.0,23.0,Yes,550.0
Super built-up  Area,3.0,1.0,190.0,Yes,1910.0
Super built-up  Area,2.0,2.0,30.0,Yes,1001.0
Super built-up  Area,3.0,3.0,97.0,No,1699.0
Super built-up  Area,2.0,2.0,60.47,Yes,1390.0
Super built-up  Area,3.0,1.0,120.0,Yes,1856.0
Built-up  Area,3.0,0.0,190.0,Yes,1200.0
Built-up  Area,3.0,2.0,150.0,Yes,1649.0
Plot  Area,4.0,1.0,130.0,Yes,2400.0
Super built-up  Area,1.0,1.0,16.0,Yes,550.0
Built-up  Area,3.0,2.0,65.0,Yes,1675.0
Super built-up  Area,2.0,1.0,85.0,Yes,1405.0
Plot  Area,6.0,3.0,252.0,Yes,1400.0
Super built-up  Area,2.0,2.0,29.25,No,525.0
Super built-up  Area,1.0,1.0,15.0,Yes,450.0
Built-up  Area,3.0,2.0,55.0,Yes,1400.0
Super built-up  Area,1.0,1.0,49.0,No,654.0
Super built-up  Area,2.0,1.0,42.0,Yes,1028.0
Super built-up  Area,2.0,1.0,68.0,Yes,1372.0
Super built-up  Area,4.0,2.0,700.0,Yes,3500.0
Super built-up  Area,3.0,2.0,110.0,Yes,1917.0
Super built-up  Area,4.0,3.0,360.0,Yes,4104.0
Built-up  Area,8.0,3.0,95.0,Yes,2500.0
Super built-up  Area,2.0,2.0,31.5,No,1033.0
Super built-up  Area,3.0,2.0,45.0,Yes,1150.0
Plot  Area,4.0,0.0,140.0,Yes,675.0
Super built-up  Area,4.0,2.0,240.0,Yes,2990.0
Built-up  Area,3.0,2.0,115.0,Yes,1929.0
Super built-up  Area,3.0,3.0,98.0,Yes,1884.0
Super built-up  Area,2.0,2.0,79.55,Yes,1200.0
Super built-up  Area,3.0,1.0,100.0,Yes,2431.0
Built-up  Area,3.0,1.0,120.0,Yes,1407.0
Plot  Area,2.0,1.0,60.0,Yes,600.0
Plot  Area,6.0,0.0,270.0,Yes,1500.0
Super built-up  Area,1.0,1.0,19.9,No,674.0
Super built-up  Area,3.0,3.0,260.0,Yes,1800.0
Super built-up  Area,2.0,1.0,48.0,Yes,940.0
Super built-up  Area,3.0,3.0,93.93,Yes,1515.0
Super built-up  Area,3.0,1.0,115.0,Yes,1570.0
Super built-up  Area,2.0,2.0,60.0,Yes,1185.0
Built-up  Area,3.0,3.0,62.6,Yes,1250.0
Super built-up  Area,2.0,1.0,36.0,No,1037.0
Built-up  Area,2.0,2.0,58.0,Yes,1205.0
